chr	summit
IV	50116005
V	1677198
V	5578679
V	11915973
V	12194156
V	19755195
V	21257721
V	24565404
V	25107447
V	25758543
V	26006855
V	29490674
V	32751146
V	38103385
V	38427521
X	3016617
X	3753274
X	7589963
X	9187788
X	9416501
X	11840211
X	15661992
X	16975566
V	8646295
IV	48668690
V	48741722
I	42098370
IV	22836044
V	24247213
V	39754573
IV	17939973
X	3354463
II	4604844
II	42752426
I	46378187
I	10579969
I	799596
IV	31136319
V	16699943
X	1970436
X	16712928
II	40970499
II	11287004
X	29736572
IV	46052150
III	45367642
IV	36640835
IV	14356001
X	23871647
V	14604829
V	18416338
IV	39582084
II	20077487
III	22850292
V	36319071
V	5376047
X	1442966
IV	31340986
V	11145165
III	9456193
II	42196410
X	25429047
II	46413366
I	9231283
II	12449075
I	47921914
IV	29603980
I	35281990
III	22277784
I	5308514
I	47855613
III	6175970
II	24079970
V	49107597
I	7702178
IV	14481074
II	33558338
X	30928053
IV	33188667
V	48001436
III	5932827
II	45691307
III	45996449
I	42264652
II	11313127
V	9656318
X	33925822
V	44730019
II	13081008
V	46431995
V	19355664
X	12067442
IV	6908306
V	44422908
II	7403261
IV	26381035
V	13471750
IV	29774986
II	31770366
V	30274570
III	39914705
IV	1136257
IV	41280352
IV	5986988
IV	18040432
V	48537804
X	32252498
I	21522430
I	2207042
X	14826578
II	1454649
I	42435099
X	11039633
III	7017201
IV	26288171
V	7987712
III	26065044
IV	58509
II	45844327
III	25243755
IV	37077924
II	11583912
X	27415409
X	26318344
V	46782754
IV	33209630
II	23803347
IV	31418958
I	498390
II	29323393
I	46154382
III	25787790
X	28332756
IV	48272510
I	46233189
I	45837650
IV	42296772
III	37538051
X	12202509
X	31250830
X	14645676
V	30704899
V	12869082
X	24042519
II	1639086
V	48482320
V	12740699
V	47009025
II	8986435
IV	33383961
II	4241091
X	24373671
V	1318073
I	43944067
IV	45119373
V	33271219
III	39567164
III	34881821
I	28744351
IV	39711038
X	16268125
X	21624092
I	14006010
IV	32473326
I	18274626
II	38997197
IV	44793812
IV	40223051
IV	18560467
IV	50426031
II	46161820
X	1826260
I	34545204
II	11304710
V	1297402
V	1974030
I	16096431
II	22063221
III	24030693
II	34021040
X	29864513
IV	23689103
V	43911123
V	15200046
IV	21923754
V	48603598
IV	45069989
I	1033005
I	2262764
I	3500711
I	6766167
I	9485613
I	9784248
I	15325183
I	22835023
I	27464849
I	32994418
I	33919218
I	35626305
I	37694210
I	38829885
I	39722280
I	45135886
I	45180103
I	46742846
I	47966973
II	1963882
II	2570199
II	3331492
II	4639712
II	14665988
II	17249296
II	19514090
II	22183615
II	23666560
II	25129067
II	37436021
II	37502508
II	38782366
II	43563522
II	44256347
II	45733717
II	46039063
III	1207479
III	2707638
III	2935652
III	5953000
III	6467713
III	9031552
III	11088174
III	11651743
III	13348861
III	15748985
III	18805837
III	21311252
III	23269958
III	23811528
III	32431189
III	39645591
III	43008623
III	43677493
III	45015995
IV	2407214
IV	11070558
IV	11319798
IV	14758316
IV	16501960
IV	18577023
IV	21443695
IV	23946542
IV	25436899
IV	25716933
IV	30353555
IV	30495848
IV	30507245
IV	32360188
IV	34150736
IV	34669611
IV	36772597
IV	36995170
IV	37613473
IV	39133158
IV	42191961
IV	44852554
IV	47411901
IV	49622169
IV	50760720
IV	51154304
V	4066233
V	8919648
V	9860180
V	10401036
V	10735399
V	12377818
V	13168656
V	13175318
V	17950983
V	18270002
V	20076483
V	28191029
V	28316351
V	38651480
V	45133587
V	46051204
V	47526115
X	3775015
X	7817694
X	14586536
X	18943647
X	20421655
X	22106700
X	24158493
X	29854082
IV	23406521
V	11461294
V	32708976
I	47820296
I	21769673
IV	7430368
I	10491872
III	14898422
I	18333379
III	20843650
III	40814067
I	16338683
IV	10628913
I	1368361
I	44727955
IV	45611673
II	16192629
X	11070462
II	34567121
X	28378593
II	18586156
V	11936053
V	48851699
II	8376627
II	44454575
X	6492750
X	23218543
I	33192818
III	44774134
IV	18947782
I	44481371
X	5721286
III	38401454
X	32766061
III	39633893
IV	53926901
III	21136339
III	12091254
IV	38461194
IV	34387399
III	38603459
V	553216
V	11408673
IV	26990016
X	33480213
III	14358578
X	13924933
II	47660172
IV	52445940
II	6847437
II	29129003
V	14813177
II	85646
I	2205099
IV	254073
IV	41301017
IV	7022057
I	34535908
III	17275598
I	46225461
I	12721322
V	46573598
II	38017069
IV	38963871
V	36052418
II	48007843
IV	45087866
IV	25552376
IV	33299065
II	46091449
III	1733849
III	32602007
IV	26019899
II	4033820
X	1868052
III	31652114
IV	29854567
II	46610482
IV	27409171
II	45092327
IV	46942930
III	38249982
IV	3527681
III	24297913
III	31372521
IV	54140455
V	29228978
IV	45491398
III	28422632
II	37355963
I	33831536
II	19907382
II	21756168
I	5547022
III	37063307
I	37187261
X	528725
II	1411459
V	5988296
I	15483755
V	35472993
III	9636752
X	33141513
X	17494453
II	2621568
I	38846101
IV	34820878
II	24023477
II	586172
II	36447216
IV	54365712
II	8640423
I	45518387
X	6440048
X	253410
I	42438672
III	9667093
V	2061517
III	660097
X	28670228
X	34086714
IV	18762592
II	24974978
I	1506226
V	19223968
I	46053038
IV	4963009
IV	50063514
X	17760203
V	3789809
IV	17950317
II	46892968
II	47256524
III	42994885
X	25007629
V	35472449
II	11476453
I	1001436
X	24784040
IV	6650187
X	12780536
II	18426136
IV	37237959
X	21147821
IV	23538282
IV	4144474
I	5140010
IV	44525129
I	14940247
I	14052870
IV	15043903
X	31979646
IV	14320716
X	34075563
III	35158778
I	44241378
I	42700436
I	9867336
V	36096880
X	3920745
III	38531950
I	9317659
II	6712058
X	24585892
III	5498920
V	37792310
III	17106473
IV	14471738
V	47636017
IV	38900776
X	7655404
V	30588478
II	33573805
I	1998832
X	32019625
II	9095232
X	29800203
X	559314
II	40108451
I	48026855
I	117454
I	4486243
I	16712663
I	17748475
I	17902954
I	22152439
I	23484793
I	26765683
I	27030062
I	27161337
I	28091100
I	32417253
I	34141332
I	34422397
I	37080994
I	37363646
I	38605185
I	38668952
I	39340061
I	40170297
I	40440781
I	42684766
II	3373034
II	6871301
II	12639540
II	16582178
II	18673905
II	18866949
II	21665595
II	22194443
II	22202131
II	29378539
II	30510110
II	30513938
II	34889855
II	36698085
II	43839238
II	48347928
III	460160
III	5995384
III	7029068
III	7361262
III	11868341
III	11900144
III	15449450
III	19123410
III	23707608
III	37006673
III	40496451
III	43266892
III	43871327
III	44580196
IV	2677767
IV	2773623
IV	10122345
IV	10547737
IV	16152795
IV	16239915
IV	17960622
IV	21701938
IV	24821695
IV	30925625
IV	33210155
IV	38102854
IV	38633762
IV	39008756
IV	41677559
IV	45050929
IV	50838716
IV	52492041
IV	52746306
V	3380595
V	7320148
V	8308016
V	15337196
V	22903867
V	24924434
V	26151018
V	29525557
V	38091091
V	38101385
V	46036194
X	1758928
X	6926726
X	14231102
X	24286782
III	21731494
IV	45062692
III	6070122
IV	5137737
II	36683739
II	9949213
I	44340562
I	21518554
IV	18452959
III	40335871
X	30900407
IV	44860428
IV	22788416
II	1012856
I	15903265
III	21496213
III	22483978
V	12564632
IV	27879732
II	19516037
X	22156432
X	14188231
II	37457273
IV	6642189
V	32924459
I	48101385
X	22516043
III	35877763
III	651437
IV	54159549
IV	26781671
II	33928949
I	45029865
IV	51775127
III	21534852
III	42064575
III	1571835
I	11667232
II	25475541
X	26092215
I	45411006
V	19029115
V	17454661
III	1350014
IV	31196343
IV	1021916
II	45189225
II	45027822
X	8572034
X	16148486
V	17523086
X	24263432
V	38898037
II	27401620
III	14640909
III	9858223
X	4382164
II	4206135
I	45110972
IV	54584450
II	29601347
IV	12676962
I	41182621
III	2757193
III	10224678
I	8785928
II	30866506
II	46616022
I	42832342
IV	26507250
I	10690117
I	2763085
V	48227371
X	29371368
IV	1223641
IV	29864657
I	46473820
V	11397515
III	10525082
II	32901860
II	41986496
II	16476423
I	39808250
II	46812098
IV	26160030
II	25241556
IV	19428839
I	1050621
V	2216165
IV	51147146
IV	42584948
III	6150838
III	5883299
V	30706446
V	12730573
V	42545464
X	6009953
I	44482127
X	29944259
IV	15729500
III	31895515
II	4604074
V	19672802
II	21941001
X	19240504
I	6722979
X	32015548
IV	26129438
V	7774317
V	9675062
X	18299807
IV	29759717
V	15711119
V	2529839
III	26804228
X	29201129
III	45467214
II	44729107
III	43387922
III	25776676
III	636895
II	33626287
V	25645474
V	11605147
V	5483561
V	46638073
I	47452212
I	34783899
V	14814907
II	4776603
III	19407000
I	40780829
III	5594274
II	6205132
II	40086799
II	42266854
II	8197128
V	15580992
I	751474
IV	433862
III	38169398
I	10536922
IV	54620937
II	36124291
V	49156316
II	6311187
III	46054981
II	44802745
IV	41764889
III	40354909
X	25020532
V	10339302
II	6102834
IV	11764175
III	26328519
II	6698310
V	46762561
I	30559314
X	17267160
X	13593623
II	42247678
I	17566032
I	15255985
III	30685341
X	10458588
III	9663386
I	6715293
I	9787945
I	9983839
I	12238943
I	14997991
I	18767625
I	20287658
I	22468579
I	24060409
I	24633335
I	30510160
I	31355798
I	33844996
I	35317785
I	37051220
I	38829063
I	39149457
I	39348031
I	39443116
I	40290128
I	42244304
I	43425555
I	43659217
I	44646574
I	46411459
II	443686
II	6568298
II	9105915
II	11660490
II	23477529
II	28681066
II	35723930
II	36943205
II	39598972
II	41511921
II	41730093
III	3646450
III	4283494
III	7073509
III	7945662
III	8672793
III	9136776
III	10272684
III	11921972
III	17180407
III	20192051
III	20900106
III	23464092
III	25182751
III	26916856
III	34160928
III	37977267
III	38435085
III	45823204
IV	2395591
IV	4384159
IV	14068762
IV	15540615
IV	18667195
IV	18712375
IV	28123987
IV	29330857
IV	31106152
IV	32882002
IV	34744421
IV	42060059
IV	42232559
IV	48482244
IV	49158194
IV	50115523
IV	51990364
V	6512598
V	8218097
V	8279138
V	9320627
V	10146425
V	10404948
V	20786359
V	21482243
V	24032457
V	25090877
V	30559948
V	31032468
V	31106647
V	32988898
V	37812421
V	47241971
X	1965936
X	5907516
X	6028543
X	6772174
X	13655623
X	16511526
X	17270627
X	18538075
X	31520401
I	1838941
V	48684542
II	31228114
I	6440146
V	11709674
III	38889189
V	36926331
I	47557622
II	29113140
X	20653363
X	12661402
V	14037964
X	3759552
III	22820741
III	36422522
I	1571438
X	21215663
IV	41236412
IV	29575088
X	1016797
V	47407466
V	34229537
III	24433743
II	9852528
X	10460345
II	26531850
V	34983389
V	35166629
III	5774410
III	5216636
II	47634496
I	43122128
IV	28163152
III	44063730
X	3170069
II	40178997
II	43270235
X	1067933
II	43725427
IV	19774594
III	35759656
III	5786773
I	43525226
II	47726233
IV	40196742
I	47932133
IV	51075185
X	30543285
I	11189524
X	18548105
I	5787527
III	13524155
X	1470744
II	44514272
X	29235528
X	22338184
X	8726651
III	42580697
I	20954070
III	4466813
III	10127240
X	13002384
III	9469884
II	36611330
V	14727889
III	2595860
II	20932530
IV	47289043
X	23566733
I	22880551
I	16523967
X	8035275
IV	22799520
I	2791311
IV	11361226
IV	26091913
III	6248303
II	10283623
IV	3372778
III	45476482
I	10014376
X	1152734
X	9288678
IV	26958407
IV	18219896
II	47718460
III	1917790
IV	299481
I	15410633
II	39078793
IV	53572583
X	25639789
IV	41755268
I	4750208
IV	30452982
II	46365379
X	15684492
I	42281081
IV	43262889
I	33092087
III	7010808
X	5144914
III	21662709
III	5230915
II	9766494
X	27939148
II	5839625
III	5287037
X	4116593
IV	29572328
II	28413529
IV	14351520
II	48062149
II	30786832
X	27035306
III	19454326
II	515575
I	7513341
III	4316963
X	24867201
IV	13213251
II	4420280
II	11396104
II	47831341
II	19265512
III	38286696
IV	30385939
V	11741721
II	47602443
III	44274007
I	25132267
II	4715857
V	5480032
III	13494076
III	44888660
I	44154766
I	29918577
III	14734165
I	398366
II	39363988
II	236095
IV	43954805
I	17271506
II	44242324
III	13573845
III	45034556
I	44093494
V	34021006
V	14548695
V	36064711
I	46210716
V	36876276
III	43475294
V	33985636
III	22460984
I	18493689
II	39569023
X	21584725
III	14251014
IV	2138772
V	47072751
IV	49969409
X	5311967
II	17140693
I	46028617
III	28603670
V	32728475
IV	16343816
II	15993704
IV	29080142
IV	48122832
II	48113757
I	11163324
V	1491164
X	20651656
II	2589384
II	372708
I	16365784
I	17392464
IV	28756089
V	42859425
I	27730
I	1650016
I	9335847
I	11674344
I	12909028
I	15324552
I	17106631
I	26975629
I	34561786
I	38823766
I	42912790
I	43401342
II	1986680
II	6872717
II	11014176
II	14083848
II	15416258
II	18656402
II	20891956
II	25307394
II	35640683
II	37444907
II	39102107
II	43290510
II	45456837
III	644461
III	12300758
III	13404329
III	14930341
III	15675676
III	19287263
III	26219084
III	33146084
III	33919046
III	40022075
III	40943056
III	43267654
IV	9411436
IV	13338118
IV	13621078
IV	13696356
IV	18498886
IV	18664388
IV	19567645
IV	19830833
IV	40284843
IV	46396268
IV	48096941
V	4560850
V	10058921
V	10993784
V	12031345
V	13033179
V	20187791
V	21714978
V	22375732
V	22973211
V	30990827
V	35020143
V	38168288
V	38368762
V	43976326
V	45354317
X	6997570
X	15757082
X	19939368
X	24346460
X	25179659
X	29286599
V	15760566
I	19048238
II	6250868
X	18990701
II	27059099
III	4484186
IV	47803592
V	35601907
II	45968343
II	42567033
V	47376119
IV	25285935
IV	41364314
II	45448507
IV	5470606
II	26575490
II	2493269
III	40366872
II	12836175
V	4972039
II	34292533
V	24702708
IV	7375553
X	7105551
X	2871647
I	11487787
IV	1449785
III	7021748
III	38374715
V	47041796
IV	36122996
II	45736471
III	44768552
X	4333850
X	10267092
V	49072175
I	43704274
IV	29953130
I	9868691
V	19234278
IV	924379
IV	3696428
X	32328834
III	31401634
X	33043968
II	32912520
V	19036221
V	5029301
II	4766951
X	33327881
II	9884930
II	32924363
IV	6713228
IV	6711467
V	48868376
V	19761109
III	5636057
II	30333701
II	39901447
V	19718732
II	13669382
II	37226474
III	32371295
X	8024619
I	12955007
X	26692054
I	4423887
IV	40009219
I	36589595
X	26180426
II	9700189
IV	33406391
II	47520931
III	5981610
X	1024401
V	15943378
V	886295
IV	36002015
X	31767793
I	39027258
V	11876027
X	15656306
IV	50073803
IV	514665
V	44973675
I	16172250
II	37166386
III	21890276
V	34183951
II	21298109
II	45509927
III	21457464
V	1684075
II	48403622
V	1716425
V	5294679
X	1569706
IV	33639411
I	38944270
III	656585
I	311771
I	41799522
I	1550777
II	12420194
II	47756728
V	14726748
III	9676377
IV	32605817
IV	48955249
II	35259385
III	1942877
II	22012494
III	21824121
IV	1153333
IV	22885447
X	25118190
X	3569171
I	9201771
II	46560659
I	1573630
III	44088996
X	7471937
I	10160953
I	34200598
X	16005655
IV	29768335
IV	45839916
X	27998628
III	21862820
III	37712391
II	32891180
II	36228025
II	8550028
III	14986505
II	9276671
X	1986658
IV	54162506
II	20175048
X	24873366
IV	6431738
II	20529496
X	7474609
IV	53742861
II	32904706
III	41795033
II	4109196
V	46301923
IV	9140195
X	5360205
III	36491088
V	43060386
IV	27880836
V	47426425
X	4119523
IV	49675206
X	18897107
X	27055011
X	11515307
II	4063687
V	46942384
V	28015226
II	582555
V	36907810
I	10609866
I	6427749
III	28679320
X	33750946
II	34486294
IV	47575366
IV	14514589
II	44852122
V	3493256
IV	33759321
I	21531304
III	6953766
I	150770
I	180410
I	4034088
I	5247341
I	5770981
I	6020979
I	6919408
I	9248543
I	11353178
I	16718689
I	16822982
I	17396242
I	18259312
I	19865889
I	20439895
I	21763130
I	22645956
I	26526852
I	27561277
I	35798725
I	38088939
I	39420717
I	45974577
I	47030426
I	47739280
II	211857
II	488942
II	2048302
II	2255914
II	3329788
II	7632160
II	9749535
II	10520755
II	11341129
II	18357946
II	20681332
II	34306551
II	37705771
II	37755538
II	42490922
II	47384011
III	301873
III	494949
III	6603920
III	7073191
III	9726576
III	11926412
III	22236275
III	25180811
III	28464381
III	31088551
III	32433463
III	37486189
III	37978594
III	41014374
III	41070814
III	44438354
III	45505300
III	45687064
IV	1504041
IV	3969367
IV	4893942
IV	7611013
IV	10344094
IV	11437943
IV	13825655
IV	15010100
IV	25131558
IV	25189284
IV	25518209
IV	29066988
IV	31956750
IV	31963767
IV	34228165
IV	35558188
IV	35777397
IV	36081576
IV	36086874
IV	36612746
IV	39626533
IV	40408270
IV	44123001
IV	46282320
IV	51335369
IV	53348531
V	3862424
V	4916856
V	5504716
V	9727348
V	12799285
V	13154387
V	14437178
V	16650060
V	23741864
V	25037573
V	26799315
V	28467405
V	29828690
V	37001039
X	6885714
X	12809255
X	13067597
X	13453461
X	16029938
X	22110103
X	23974095
X	24314393
X	26667660
X	27508769
X	27862293
X	31821263
X	20322793
III	5282208
X	9454487
IV	36385367
X	5265272
V	36350239
II	4299468
III	9465913
V	2221130
IV	46639388
III	13876275
I	17795975
IV	37844723
V	38198770
I	10135552
V	38135998
X	8938202
III	41834300
III	23971552
V	28934883
V	16589211
II	8182053
V	46075266
III	41119702
II	39916305
I	46101530
I	39275766
X	3501218
III	40289283
X	5902645
III	14256726
I	17918647
V	16995338
X	24882970
V	14030474
II	10204361
III	36412992
IV	43713928
II	5889271
X	19489041
X	8658296
III	1923749
II	38337084
V	26129415
II	23728570
IV	51775808
IV	31331350
III	7824533
I	47140278
III	28630228
II	31560287
V	2847308
V	47771020
I	42663769
III	17363276
II	38967207
I	43673038
X	19760485
II	8226153
IV	53594062
X	30150882
I	853392
III	35196985
I	6146263
IV	8360617
V	47539698
X	20938069
IV	29422105
II	821288
X	1649344
X	1744808
X	1484121
I	14940894
III	39880198
II	38690704
IV	28684368
III	39900348
V	18191358
I	44591482
X	33752777
V	20659036
III	10097151
III	42185983
X	33898101
I	16347293
V	3693686
V	37296057
V	39789897
V	42805938
II	778870
I	678325
II	40783438
X	3379460
V	14789287
X	16441609
V	23197870
V	9663939
II	3907178
IV	160465
II	5492004
V	5032310
I	39084112
IV	48952842
X	833478
I	37698280
IV	16270649
II	8613225
X	32604749
III	22425351
V	11677762
V	48948039
IV	37403650
IV	44856561
II	32960491
III	41638622
III	37010940
I	18462806
IV	35862504
IV	39542927
III	23994523
V	11555350
III	40814876
IV	21370739
V	21483572
II	47954310
IV	51743150
X	25509007
I	30740207
I	44152521
X	20795253
II	39650350
V	36251134
V	11761712
X	33859790
I	17405561
II	42284095
IV	32580671
X	14216115
I	44637589
V	47725721
I	3241379
X	11644164
IV	34845669
V	33968925
X	8920594
I	38687970
III	22359501
IV	6987483
X	21116881
IV	36920936
V	47997470
I	5785312
IV	34918250
III	41478096
V	8591761
II	42249269
V	1619170
V	26019259
IV	19238182
X	464823
III	9929813
II	23988294
V	27027008
IV	45626848
II	31716347
V	30142711
II	1449004
II	6060234
V	39022015
X	17009927
I	17679388
II	24401103
II	22607355
II	47923035
III	42858393
II	19714245
II	24216412
II	36210658
IV	53245856
IV	47680694
III	8489329
V	11394597
I	44165643
X	8871926
V	2290478
II	11496316
II	14488228
V	44725445
I	1535547
I	1641669
I	2167391
I	3116723
I	5105506
I	5129642
I	5378949
I	7215033
I	13248903
I	13638512
I	16485653
I	16574357
I	18227312
I	23351673
I	25707778
I	27444121
I	30101971
I	35921409
I	35922702
I	36989788
I	41726986
I	46658949
II	8874049
II	14179617
II	14205683
II	15659006
II	16470404
II	20809017
II	21494113
II	22615598
II	25197641
II	27504176
II	29311004
II	29885100
II	37327382
II	37609844
II	37695127
II	37721640
II	38843422
II	38991656
II	41812193
III	1393879
III	6402010
III	10902641
III	12063536
III	12421094
III	12966130
III	13015458
III	15350095
III	15990622
III	21013315
III	21513332
III	21674580
III	21965251
III	22684762
III	23902346
III	31914743
III	40138091
III	42969169
IV	196059
IV	737883
IV	1359102
IV	2477217
IV	3891326
IV	4044559
IV	12319942
IV	16031291
IV	16338444
IV	17789392
IV	20234119
IV	21229287
IV	31323618
IV	36513962
IV	36765518
IV	41830161
IV	43367033
IV	43462355
IV	43696484
IV	44104278
IV	47771338
IV	50032922
IV	52370422
V	373864
V	2957693
V	3224247
V	3918047
V	4724732
V	5629552
V	6710863
V	7362058
V	13921623
V	15252218
V	15355804
V	24308788
V	25337422
V	30221408
V	31652080
V	33032808
V	36065348
V	41491126
V	43993694
X	492117
X	2584133
X	6052183
X	8220179
X	12752714
X	15337500
X	18187185
X	20144810
X	20517160
X	24506554
X	24711901
X	24970003
X	32919090
I	10901236
IV	50233349
III	20631829
V	23404343
I	20948970
IV	1494748
III	12092599
X	14215122
